dns_qdomainname,day,num_clients,rank,registration_period,client_sum_group,prob_obs_num_clients
padlet.net,2022-11-09,65,,3652.0,318-322,0.0006183017312448857
monkeytype.com,2022-10-15,54,,1827.0,292-295,0.0006187161639595873
builderservices.io,2022-11-01,54,,1096.0,333-338,0.0006190992106483995
mla.org,2022-11-03,54,98057.0,11687.0,333-338,0.0006190992106483995
nationalgeographic.com,2022-10-17,286,1088.0,10226.0,2377-2477,0.0006198987498694519
nftstorage.link,2022-11-12,39,,730.0,111-111,0.000620539869686576
gsdigitalcookie.com,2023-01-05,24,,2191.0,59-59,0.0006208288064568634
shopyourway.com,2022-11-24,26,3678.0,9496.0,43-43,0.0006209637357178499
bellard.org,2022-10-03,26,116780.0,8400.0,43-43,0.0006209637357178499
backpacker.com,2022-11-10,74,27687.0,10228.0,382-387,0.0006226650062272077
vgwort.de,2022-11-02,75,366430.0,525.0,544-555,0.0006229559258683626
freeconvert.com,2022-10-24,75,,8401.0,544-555,0.0006229559258683626
startpage.com,2022-10-26,46,4244.0,11322.0,221-222,0.0006232471174824061
maxthon.com,2022-10-18,51,54730.0,6939.0,121-121,0.0006234413965089391
bigthink.com,2022-10-05,295,12017.0,10228.0,2576-2680,0.0006234413965093832
nautil.us,2022-11-03,275,24596.0,8400.0,2290-2376,0.0006237006236993192
actionnetwork.org,2022-10-26,275,45762.0,9130.0,2290-2376,0.0006237006236993192
club-os.com,2022-10-14,256,292678.0,4748.0,2197-2289,0.000623960066551299
ipstatp.com,2022-10-03,201,,2922.0,2102-2196,0.0006240249609981152
hujiang.com,2022-10-11,26,6015.0,7305.0,39-39,0.0006244796003330721
chestfoollo.one,2022-10-26,26,,365.0,39-39,0.0006244796003330721
barchart.com,2022-10-31,25,11678.0,11322.0,198-198,0.0006251562890722262
qbox.me,2022-10-05,25,92434.0,5479.0,198-198,0.0006251562890722262
celtra.io,2022-10-04,89,,1095.0,631-644,0.0006268806419262862
snackvideo.in,2023-01-03,39,,,168-169,0.0006274837900017705
divmetfab.local,2022-10-19,30,,,153-154,0.0006277463904585945
lwwdocucare.com,2022-10-12,62,250436.0,4018.0,369-375,0.0006290297216546836
pbgrd.com,2022-11-02,182,,3652.0,2011-2101,0.0006293266205162906
apple.com,2022-11-08,513114,44.0,13150.0,280762-15442591,0.0006295530173580088
indazn.com,2022-10-03,88,,1461.0,467-473,0.0006296237997793774
thegiftcardshop.com,2022-11-03,25,,4748.0,152-152,0.0006303183107467802
bwbrs.org,2022-11-02,20,,6940.0,22-22,0.0006309590577681101
genealogytrails.com,2022-10-03,20,100136.0,6209.0,22-22,0.0006309590577681101
ororo.tv,2022-11-11,20,17596.0,4017.0,22-22,0.0006309590577681101
houldthinkhi.buzz,2022-10-12,20,,365.0,22-22,0.0006309590577681101
widgetry.org,2022-10-03,26,,3287.0,44-44,0.0006329113924047336
vfsync.org,2022-10-03,26,,1461.0,44-44,0.0006329113924047336
dsoodbye.xyz,2022-10-17,22,,365.0,26-26,0.0006331117442229806
ssrn.com,2022-11-08,34,9405.0,9863.0,173-174,0.0006342494714585145
contraelcancer.es,2022-10-29,17,,,18-18,0.0006357279084550083
filestore.app,2022-11-17,17,,730.0,18-18,0.0006357279084550083
calculatorsoup.com,2022-10-04,130,11285.0,5844.0,1936-2010,0.0006373486297007736
renderforest.com,2022-11-01,22,189309.0,4383.0,33-33,0.0006374840628985412
globalsign.net,2022-10-17,1065,,9129.0,15790-18245,0.000637871332248463
oribi.io,2022-11-15,1731,315366.0,2922.0,25776-32652,0.0006379876048119293
pcgamer.com,2022-10-12,167,1736.0,10228.0,851-876,0.0006380806533948791
onetrust.com,2022-10-03,4949,,7671.0,81864-136004,0.0006395030148322878
finra.org,2022-10-25,27,23479.0,6210.0,127-128,0.0006399999999999739
tcm.com,2022-11-07,59,18146.0,11687.0,138-138,0.0006404098623115084
xpln.tech,2022-10-06,64,,365.0,323-327,0.0006405124099279069
cengage.com,2022-10-12,3499,4096.0,5844.0,56005-81863,0.0006406736225181842
pokemon-unitepgame.com,2022-11-08,79,,1461.0,500-510,0.0006407791874920576
instructure.com,2022-10-03,10959,611.0,9495.0,136005-280761,0.0006409082586197323
mastercard.us,2022-10-31,23,46216.0,7669.0,116-116,0.0006410598856776417
3dtuning.com,2022-10-13,129,52530.0,5478.0,715-729,0.0006425083526089281
freep.com,2022-11-08,119,3370.0,9862.0,960-985,0.0006427561383212099
shellshock.io,2022-11-14,32,,2191.0,202-203,0.0006428801028606212
shellshock.io,2022-10-15,32,,2191.0,202-203,0.0006428801028606212
planetags.com,2022-11-15,26,,3287.0,35-35,0.0006430277420540476
medieval-life-and-times.info,2022-10-26,26,187287.0,5478.0,35-35,0.0006430277420540476
polyhaven.org,2022-10-25,26,,730.0,35-35,0.0006430277420540476
wn.com,2022-11-25,26,3811.0,13516.0,35-35,0.0006430277420540476
izzigo.tv,2022-10-03,24,,2922.0,47-47,0.000643252283545892
jwatch.org,2022-11-01,24,118107.0,9846.0,47-47,0.000643252283545892
hikingupward.com,2022-11-10,24,215507.0,7305.0,47-47,0.000643252283545892
binancechain.io,2022-10-19,45,,1096.0,231-232,0.0006433971368828839
allure.com,2022-10-27,255,7120.0,10593.0,1522-1579,0.0006435696664160995
robinhood.com,2022-11-02,2735,65753.0,10592.0,41346-56004,0.0006436781608721853
firebasedatabase.app,2022-11-01,1925,,1461.0,32653-41345,0.0006458756228103768
credoreference.com,2022-10-11,184,159378.0,5844.0,1701-1770,0.0006459948320408637
explore.org,2022-10-11,113,45777.0,7670.0,661-678,0.0006472491909381706
callstats.io,2022-10-31,34,,3652.0,194-195,0.0006472491909386147
trainerize.com,2022-10-21,131,127189.0,4383.0,877-904,0.0006474168069396935
ebscohost.com,2022-10-19,1325,1783.0,10591.0,18246-21349,0.0006479681570012996
bytefcdn-oversea.com,2022-10-31,1577,,365.0,21350-25775,0.0006480881399993921
infobaselearning.com,2022-10-11,60,128965.0,6210.0,216-218,0.0006483402489628753
ibotta.com,2022-10-05,128,24902.0,4383.0,834-850,0.0006486766995323912
universaldigitaluniverse.com,2022-10-31,37,,1461.0,106-106,0.0006506180871826972
oportun.com,2022-10-03,27,680863.0,8035.0,200-200,0.0006507592190886369
sobeklibrary.com,2022-10-03,58,,2557.0,450-457,0.0006509357200973342
karenkovaka.com,2022-11-03,26,,2556.0,32-32,0.0006514051740180715
sensic.net,2022-11-01,709,931073.0,6209.0,10927-12290,0.0006518297793000061
gmarket.co.kr,2022-10-19,112,490.0,7305.0,350-356,0.0006525285481238097
gmarket.co.kr,2022-10-18,112,490.0,7305.0,350-356,0.0006525285481238097
jobsflag.com,2022-10-03,17,91220.0,3652.0,41-41,0.0006527415143602333
krunker.io,2022-10-03,102,,1826.0,905-932,0.0006545359340229817
kendallhunt.com,2022-10-03,119,222327.0,9497.0,679-693,0.0006546216286992257
gq-magazine.co.uk,2022-10-25,158,16348.0,734.0,791-812,0.000654964631910504
whispersystems.org,2022-10-19,45,81937.0,4383.0,228-230,0.0006562756357669786
img2go.com,2022-10-27,20,,4018.0,54-54,0.0006572029442694083
pitaya-clientai.com,2022-11-01,1224,,365.0,9669-10926,0.000657832910437306
cjdropshipping.com,2022-11-14,43,,2922.0,245-248,0.0006578947368418575
mopub.com,2022-10-21,882,41375.0,5113.0,8503-9668,0.0006592578640027824
centerforinquiry.org,2022-11-08,70,,3287.0,363-368,0.0006605019815059121
coinbase.com,2022-11-02,835,3948.0,4749.0,13812-15789,0.0006615006615050545
larousse.fr,2022-10-31,28,2135.0,7994.0,45-45,0.000662427133015342
djangoproject.com,2022-10-15,34,7154.0,6574.0,46-46,0.0006633059166883948
projectstem.org,2022-10-15,34,,3653.0,46-46,0.0006633059166883948
kama.gs,2023-01-23,24,,4383.0,38-38,0.0006643046944198039
vpn358.com,2022-12-10,48,,3287.0,146-146,0.0006646726487207211
smassets.net,2022-10-05,482,,2191.0,5169-5629,0.0006667936749864545
rec.net,2023-01-10,26,,9862.0,36-36,0.0006669207317071546
finbox.com,2022-11-02,28,,7670.0,179-180,0.0006671114076048923
avira-vpn.com,2022-10-19,502,,2922.0,6781-7587,0.0006679389313011264
avira-vpn.com,2022-10-12,502,,2922.0,6781-7587,0.0006679389313011264
shoofle.tv,2022-10-19,23,,3653.0,87-87,0.0006681514476616357
trustconference.com,2022-10-18,121,,3287.0,770-790,0.0006686279753952418
cnnturk.com,2022-11-02,24,3429.0,9862.0,37-37,0.0006692800458936166
mercer.edu,2023-01-10,24,49478.0,9672.0,37-37,0.0006692800458936166
emol.com,2022-10-04,16,841.0,11323.0,25-25,0.0006695681285570076
inter.edu,2022-11-12,16,37854.0,10166.0,25-25,0.0006695681285570076
fieldandstreamshop.com,2022-10-03,16,90246.0,3652.0,25-25,0.0006695681285570076
stevens.edu,2022-11-07,40,42282.0,8802.0,233-235,0.000671366230278303
binance.cc,2022-10-19,40,,2191.0,233-235,0.000671366230278303
tantanapp.com,2022-10-17,38,,5114.0,269-271,0.0006732495511669878
davidtrone.com,2022-11-02,28,,3288.0,65-65,0.000673740946605661
so1cool.com,2023-01-23,20,,365.0,29-29,0.0006742438836446762
grid.news,2022-10-07,133,,4017.0,599-614,0.0006757669955405055
awardspring.com,2022-10-19,191,447679.0,2922.0,1851-1935,0.0006773538044714256
ua.com,2022-10-19,188,,10591.0,1642-1700,0.0006775832862798703
ecollege.com,2022-11-01,147,1194.0,8766.0,1358-1407,0.0006775832862802034
yourdictionary.com,2022-11-01,146,2088.0,9862.0,1309-1357,0.0006780427166916958
prtl.co,2022-10-11,46,,2556.0,176-178,0.0006784260515600993
cqpress.com,2022-10-05,126,120343.0,9130.0,407-415,0.0006787023211622945
rubmaps.ch,2022-10-17,28,,,84-84,0.0006807351940097961
politico.eu,2022-10-03,28,16462.0,,205-206,0.0006816632583507287
libguides.com,2022-10-05,523,11070.0,5844.0,7588-8502,0.0006823942288978202
eatingwell.com,2022-11-15,262,7299.0,9860.0,1472-1521,0.0006829823562898296
figshare.com,2022-11-02,99,92604.0,4748.0,1258-1308,0.000683060109289535
builtin.com,2022-10-11,158,,10227.0,730-748,0.0006839945280432413
abc.net.au,2022-11-15,87,1284.0,,556-568,0.0006856829402080988
idnes.cz,2022-10-31,40,925.0,8725.0,126-126,0.0006868131868132954
seismic.com,2022-11-18,45,590788.0,7671.0,158-159,0.0006874033339057117
bidsmatik.com,2023-01-09,27,,365.0,91-91,0.0006877579092161579
tcpalm.com,2022-11-08,35,81088.0,9495.0,104-104,0.0006882312456987227
tindersparks.com,2022-10-05,178,,3652.0,1580-1641,0.0006896551724128175
tmz.com,2022-11-01,513,615.0,12785.0,6165-6780,0.0006910850034577143
g5e.com,2022-10-04,69,206020.0,6641.0,583-598,0.0006912760956720998
kefirgames.ru,2022-10-25,26,,4018.0,30-30,0.0006913238852404024
whisursand.com,2022-10-04,55,,2010.0,300-303,0.0006919218128350613
aopcdn.com,2022-10-26,36,,2191.0,211-212,0.0006920415224913601
fadavis.com,2022-10-19,36,169468.0,10591.0,211-212,0.0006920415224913601
woobox.com,2022-10-04,36,5759.0,5479.0,211-212,0.0006920415224913601
ocean.com,2022-11-22,28,,10956.0,49-49,0.0006921373200444725
elgaronline.com,2022-11-03,22,435170.0,6210.0,51-51,0.0006926167059149169
wpunj.edu,2022-11-07,72,80850.0,8759.0,520-531,0.0006938662225915992
taptica.com,2022-10-03,57,78212.0,5114.0,313-317,0.0006946856547420666
shareaholic.com,2022-11-02,296,10047.0,6210.0,3318-3537,0.0006952030986205893
iflychat.com,2022-10-04,34,120425.0,4017.0,130-130,0.0006956521739127641
hydromassage.com,2022-10-21,121,,8035.0,1159-1203,0.0006962172197717553
datemyage.com,2022-10-24,32,,4017.0,57-57,0.000696378830083666
yle.fi,2022-10-05,99,2324.0,11200.0,481-490,0.0006965728615203615
wkhpe.com,2022-10-18,175,95508.0,5113.0,1408-1471,0.0006968641114982743
zlthunder.net,2023-01-05,53,,2922.0,170-172,0.0006969855375498213
douyinliving.com,2022-10-27,362,,1095.0,4056-4373,0.0006979062811559578
lifehacker.com,2022-10-05,287,466.0,6939.0,3538-3778,0.0006989515726421036
bricklink.com,2022-10-28,28,11624.0,7670.0,142-142,0.0006995452955579351
functional.fitness,2022-10-19,28,,2922.0,142-142,0.0006995452955579351
dca0.com,2022-10-14,740,,2922.0,5630-6164,0.0007003501750906249
dca0.com,2022-10-03,740,,2922.0,5630-6164,0.0007003501750906249
umentrandings.xyz,2022-11-10,19,,365.0,22-22,0.0007010656197422582
fitbod.me,2022-10-19,130,,3288.0,749-769,0.0007013606396403249
ati.com,2022-10-25,38,166260.0,9132.0,339-343,0.0007016312927555779
thewalrus.ca,2022-10-21,159,137476.0,6574.0,694-714,0.0007020499859600182
draftkings.com,2022-10-03,221,1964.0,4749.0,3125-3317,0.0007023881196066561
theconversation.com,2022-11-08,326,9961.0,7305.0,3779-4055,0.0007028818154413141
uuidksinc.net,2022-10-17,452,952756.0,2922.0,4721-5168,0.0007035175879410716
insperity.com,2022-10-27,34,32286.0,5844.0,75-75,0.0007044734061290026
artstor.org,2022-10-03,26,136726.0,7670.0,53-53,0.0007047216349542751
manualslibrary.co,2022-11-01,42,,730.0,223-224,0.0007058408328924903
padlet.org,2022-10-06,60,473447.0,3652.0,288-291,0.0007060900264785896
fleetresponse.com,2022-10-03,28,,7671.0,132-133,0.000708817692089303
doterra.com,2022-10-04,28,36216.0,5844.0,132-133,0.000708817692089303
imgflip.com,2022-10-27,148,4874.0,4383.0,1020-1053,0.0007089684509040683
rainfocus.com,2022-10-12,88,171872.0,4017.0,376-381,0.0007090941322458466
utsa.edu,2022-12-14,27,25139.0,11187.0,77-77,0.0007090941322459576
adthor.com,2022-10-03,26,,1826.0,215-215,0.0007100591715979432
ameriprise.com,2022-10-04,26,15254.0,8766.0,215-215,0.0007100591715979432
padlet.pics,2022-11-09,130,,1827.0,569-582,0.0007105300554217653
singaporeccc.org.sg,2022-11-02,156,,2922.0,1771-1850,0.0007120333638495069
quizlet.live,2022-10-11,26,,2922.0,66-66,0.0007131395970760845
paycomonline.net,2022-11-02,142,13656.0,10592.0,1121-1158,0.0007154781779155073
merck.com,2022-11-08,44,60569.0,11321.0,225-227,0.000716024631247314
mytransphormation.com,2022-10-19,88,,3288.0,388-394,0.0007170514842970155
trafcfy.com,2022-11-03,262,,365.0,2681-2801,0.0007171396373309991
apple.com,2022-10-17,501527,44.0,13150.0,280762-15442591,0.0007194891626948197
smrpm.com,2022-10-03,202,,1461.0,2478-2575,0.0007197203372408811
polleverywhere.com,2022-10-26,122,49143.0,7305.0,1085-1120,0.0007207207207214905
bwxtroot.net,2022-10-05,27,,2557.0,58-58,0.0007210845111045305
cdxcn.net,2022-10-21,29,,4018.0,192-193,0.0007225433526012459
indeedfutureworks.com,2022-10-05,44,,365.0,147-148,0.0007226738934057453
reuters.com,2022-10-13,256,345.0,10956.0,2377-2477,0.0007232152081813048
pdmntn.com,2022-10-17,89,,2191.0,813-833,0.0007234145165169181
medadelem.xyz,2022-10-03,20,,365.0,27-27,0.0007250317201379364
legalshield.com,2022-10-24,20,57514.0,8401.0,27-27,0.0007250317201379364
virginia.edu,2022-10-31,52,4346.0,13283.0,474-480,0.0007255840951964077
tecnavia.com,2022-11-07,27,,10226.0,71-71,0.0007256894049348928
lithub.com,2022-10-26,217,64950.0,3287.0,1204-1257,0.0007257771864035423
pinkblushmaternity.com,2022-10-04,20,84753.0,4383.0,64-64,0.0007264802034145923
platoapp.com,2022-11-03,34,,2922.0,160-160,0.0007267441860462354
emogi.com,2022-10-21,50,,2922.0,242-244,0.0007270083605962485
wikidot.com,2022-10-27,265,4425.0,6209.0,2576-2680,0.0007273482959274657
nautil.us,2022-11-15,274,24596.0,8400.0,2290-2376,0.0007276507276494648
playerstl.com,2022-10-04,26,,365.0,62-62,0.0007278020378456151
club-os.com,2022-10-05,255,292678.0,4748.0,2197-2289,0.0007279534109773111
ipstatp.com,2022-10-05,188,,2922.0,2102-2196,0.0007280291211645418
ctctcdn.com,2022-11-03,993,16089.0,3652.0,15790-18245,0.0007289958082826731
oribi.io,2022-11-14,1719,315366.0,2922.0,25776-32652,0.0007291286912136652
trovo.live,2022-11-08,29,,1461.0,67-67,0.0007300602299690206
britepool.com,2022-11-02,61,,2556.0,357-362,0.000730727073437909
connatix.com,2022-10-04,4860,103064.0,6209.0,81864-136004,0.0007308605883751262
formsite.com,2022-10-19,64,17230.0,11687.0,491-499,0.000731957253696236
stellarium.org,2022-10-27,58,149152.0,6574.0,219-220,0.0007320644216692873
atomicwallet.io,2022-10-04,64,,2191.0,252-254,0.0007320644216693983
umbrella.com,2022-11-15,3498,,10591.0,56005-81863,0.000732198425739905
cdninstagram.com,2022-11-02,10803,2962.0,6209.0,136005-280761,0.0007324665812712405
focuusing.com,2022-10-04,47,,2922.0,165-166,0.000732600732600841
game-ark.com,2022-10-19,58,,1461.0,276-279,0.0007328691828513145
game-ark.com,2022-11-02,58,,1461.0,276-279,0.0007328691828513145
visitindy.com,2022-11-07,25,220765.0,8401.0,103-103,0.0007329587099925705
trueleadid.com,2022-10-19,180,,4748.0,2011-2101,0.0007342143906022836
babbel.com,2022-10-06,147,3011.0,8400.0,1054-1084,0.000734484024971338
robinhood.com,2022-10-19,2662,65753.0,10592.0,41346-56004,0.000735632183860746
narrativeenneagram.org,2023-01-06,38,,1096.0,150-151,0.0007363770250369273
teachthought.com,2022-10-21,32,46657.0,4748.0,88-88,0.0007371007371005378
blogspot.jp,2022-12-12,37,560.0,5122.0,123-123,0.0007372818874418208
blogspot.jp,2022-12-13,37,560.0,5122.0,123-123,0.0007372818874418208
cortana.ai,2022-10-04,1916,,,32653-41345,0.0007381435689258753
batcon.org,2022-11-02,80,470189.0,11324.0,181-182,0.0007389162561579621
warnerbrosgames.com,2022-11-02,28,,5844.0,76-76,0.000740329446603738
apachefriends.org,2022-10-06,54,12574.0,8036.0,328-332,0.0007404664938914784
ebscohost.com,2022-10-05,1238,1783.0,10591.0,18246-21349,0.0007405350365717878
bytefcdn-oversea.com,2022-11-07,1565,,365.0,21350-25775,0.000740672159997513
pdf2go.com,2022-10-11,29,,4017.0,139-140,0.0007417022065638879
creativelive.com,2022-10-12,28,10172.0,5478.0,73-73,0.0007428040854221551
s2dstore.to,2022-11-08,26,,,98-98,0.0007431260837253983
smsbump.com,2022-10-03,128,,3287.0,1936-2010,0.0007435734013174766
battlefy.com,2022-11-07,21,115607.0,4017.0,33-33,0.0007437314067149092
tvp.pl,2022-12-01,24,4666.0,8399.0,32-32,0.0007444630560207166
warnermedialabs.com,2022-10-18,28,,731.0,72-72,0.0007447402718302465
momentica.com,2022-10-11,30,,1095.0,68-68,0.0007448789571693482
w-x.co,2022-10-03,717,,3286.0,12291-13811,0.0007449483191986905
libraryh3lp.com,2022-10-03,717,235559.0,5844.0,12291-13811,0.0007449483191986905
ebsco-content.com,2022-10-05,708,,5114.0,10927-12290,0.0007449483192013551
2u.com,2022-11-02,42,192580.0,9860.0,249-251,0.0007455731593658532
onecount.net,2022-10-05,66,,6209.0,423-431,0.0007456009543691522
onecount.net,2022-10-12,66,,6209.0,423-431,0.0007456009543691522
mubicdn.net,2022-10-21,44,,2557.0,196-197,0.0007457121551083246
silversea.com,2022-10-15,30,85345.0,9130.0,112-113,0.0007459346561239366
monsterenergy.com,2022-10-04,32,92001.0,7670.0,143-144,0.0007472445357741275
mybettermb.com,2022-11-08,32,,365.0,143-144,0.0007472445357741275
placelocal.com,2022-10-21,114,289301.0,5478.0,645-660,0.000748615062135416
virdocs.com,2022-11-02,54,222712.0,4748.0,395-399,0.0007497656982188294
ufreegames.io,2022-10-07,31,,1461.0,202-203,0.0007500267866707988
mxdcontent.net,2022-10-07,28,,1461.0,92-92,0.0007500468779298997
syn-cdn.com,2022-10-21,32,,4383.0,155-156,0.0007504690431522354
cogocast.net,2022-11-02,245,,3652.0,1522-1579,0.0007508312774855419
honesttopaws.com,2022-10-19,49,,2557.0,238-241,0.0007515406583497031
brakeforit.com,2022-10-26,47,,1826.0,432-439,0.0007516536380033356
prmsrvs.com,2022-11-07,1045,,365.0,9669-10926,0.0007518090405003175
moneylion.com,2022-10-04,42,,5479.0,175-175,0.000752728641325584
kahoot.it,2022-10-17,832,7165.0,4017.0,8503-9668,0.0007534375588605924
five9.com,2022-10-18,165,81828.0,10227.0,1701-1770,0.0007536606373811372
lareviewofbooks.org,2023-01-12,43,78587.0,5844.0,122-122,0.0007541478129713397
hoyolab.com,2022-11-07,100,,4383.0,986-1019,0.0007544322897014011
mybib.com,2022-11-07,100,,7671.0,986-1019,0.0007544322897014011
wsj.com,2022-11-08,827,334.0,10591.0,13812-15789,0.0007560007560051263
platform.sh,2022-10-03,67,228415.0,5479.0,344-349,0.0007565441065211509
life360.cloud,2023-01-19,42,,1826.0,296-299,0.0007576905591754057
justgiving.com,2022-10-21,38,17122.0,8400.0,280-283,0.0007580351728323498
yektanet.com,2022-10-01,24,,2557.0,42-42,0.0007583143754741339
encuentra24.com,2022-10-04,24,4000.0,7305.0,42-42,0.0007583143754741339
mapsindoors.com,2022-10-11,24,,3287.0,42-42,0.0007583143754741339
e-rackonline.com,2022-11-04,37,884137.0,6940.0,96-96,0.0007585335018961414
eatwatchbet.com,2022-10-31,28,,1095.0,60-60,0.0007592053650514741
hackensackmeridian.org,2022-10-25,28,,2557.0,60-60,0.0007592053650514741
oakley.com,2022-10-04,26,11295.0,10228.0,200-200,0.0007592190889368355
8fat.com,2022-10-03,24,,6940.0,44-44,0.0007594936708857913
tg9f6zwkx.icu,2023-01-20,24,,731.0,24-24,0.0007595321282091172
411vote.org,2022-11-07,24,,2192.0,24-24,0.0007595321282091172
hellosayarwon.com,2022-10-05,24,,2922.0,24-24,0.0007595321282091172
dbutilovetr.xyz,2022-10-06,24,,365.0,24-24,0.0007595321282091172
south-west-florida.com,2022-10-19,24,,1461.0,24-24,0.0007595321282091172
sumdog.com,2022-11-03,24,25466.0,7670.0,24-24,0.0007595321282091172
kiwisdr.com,2022-10-31,24,,2922.0,24-24,0.0007595321282091172
nnjbsa.org,2022-10-12,24,,8036.0,24-24,0.0007595321282091172
sunat.gob.pe,2022-10-17,24,8016.0,,24-24,0.0007595321282091172
greenpiece.org,2022-11-08,24,,6209.0,24-24,0.0007595321282091172
exodus.io,2022-10-25,60,,6210.0,308-312,0.0007597629539584094
oa-bsa.org,2022-10-25,26,423074.0,9495.0,70-70,0.0007606008746910975
thebalance.com,2022-10-11,26,,6939.0,70-70,0.0007606008746910975
saasprotection.com,2022-10-06,18,,3720.0,31-31,0.0007614696363981155
bharatpe.in,2022-12-16,18,,3652.0,31-31,0.0007614696363981155
ntu.edu.tw,2022-11-11,18,7456.0,,31-31,0.0007614696363981155
elelive.net,2022-12-09,18,,1461.0,31-31,0.0007614696363981155
taskade.com,2022-10-15,18,,5844.0,31-31,0.0007614696363981155
mc-lci1.com,2022-11-08,468,,2192.0,5169-5629,0.0007620499142700909
andwhenmyf.xyz,2022-11-09,22,,365.0,36-36,0.0007621951219510814
pearsoned.com,2022-10-19,480,6096.0,9130.0,6781-7587,0.0007633587786293194
fordham.edu,2022-11-03,36,18800.0,11014.0,213-214,0.0007635919364692434
rmd.me,2022-10-03,26,,4748.0,201-201,0.000763650248186587
northghost.com,2022-10-15,26,,3652.0,201-201,0.000763650248186587
ecolab.com,2022-10-03,39,81920.0,10228.0,105-105,0.0007643312101909272
gettextbooks.com,2022-12-22,22,86848.0,6940.0,37-37,0.0007648914810212126
goofy-cdn.com,2023-01-09,166,,365.0,851-876,0.0007656967840737883
reactjs.org,2022-10-15,34,332670.0,4018.0,117-117,0.0007673124880105409
lovelywholesale.com,2022-10-04,34,47137.0,6575.0,117-117,0.0007673124880105409
ezgif.com,2022-10-27,35,11069.0,4383.0,163-164,0.0007674597083652257
canarymedia.com,2023-01-20,41,,4749.0,119-119,0.0007688364941049741
formstack.io,2022-10-13,44,,2191.0,187-188,0.0007688364941053072
pokemon-unitepgame.com,2022-10-24,78,,1461.0,500-510,0.0007689350249904248
3dtuning.com,2022-10-11,125,52530.0,5478.0,715-729,0.0007710100231306249
ipsy.com,2022-10-04,109,12004.0,6574.0,960-985,0.0007713073659854075
eternallysunny.com,2022-10-12,22,,2556.0,47-47,0.0007719027402549594
lomography.com,2022-10-22,15,25795.0,8729.0,21-21,0.0007729169887152887
ourbranch.com,2022-11-08,15,,8766.0,21-21,0.0007729169887152887
midlandcredit.com,2022-10-03,15,,8766.0,21-21,0.0007729169887152887
miraheze.org,2022-10-03,20,,2922.0,199-199,0.0007730364873224094
miraheze.org,2022-10-17,20,,2922.0,199-199,0.0007730364873224094
computerworld.com,2022-10-03,20,3508.0,10956.0,199-199,0.0007730364873224094
shondaland.com,2023-01-11,53,,7670.0,292-295,0.0007733952049495674
aiga.org,2022-12-15,42,41220.0,10592.0,129-129,0.0007733952049496784
adgreetz.com,2022-10-03,40,,4383.0,136-136,0.0007733952049501225
hyperallergic.com,2022-12-15,40,28462.0,7671.0,136-136,0.0007733952049501225
timberland.com,2022-10-03,42,10743.0,10228.0,284-287,0.000774893452150538
fastpic.org,2022-10-06,22,,2556.0,38-38,0.0007750221434897897
nicovideo.jp,2022-10-05,22,81.0,6235.0,59-59,0.0007760360080709683
msnbc.com,2022-11-09,100,1688.0,10416.0,661-678,0.0007766990291259157
trainerize.com,2022-11-02,125,127189.0,4383.0,877-904,0.0007769001683277654
espnqa.com,2022-10-11,25,,2922.0,30-30,0.000777739370895425
manilatimes.net,2022-12-01,59,45916.0,12418.0,216-218,0.000778008298755406
penguinrandomhouse.com,2022-10-27,52,26933.0,4017.0,382-387,0.0007783312577838153
dreame.com,2022-10-03,74,,10592.0,544-555,0.0007786949073353977
news.cn,2022-10-18,39,3749.0,7305.0,221-222,0.0007790588968529244
jampp.com,2022-10-05,519,132143.0,4383.0,7588-8502,0.0007798791187398901
blogspot.ie,2022-11-15,45,,3653.0,120-120,0.0007800312012482546
microsoftazure.us,2022-10-31,59,,3652.0,416-422,0.0007807925043916697
velocityweather.com,2022-10-04,298,,4017.0,4374-4720,0.000783852635705351
hoyoverse.com,2022-11-02,298,,4018.0,4374-4720,0.000783852635705351
ebsco.com,2022-10-19,95,25522.0,13512.0,905-932,0.0007854431208275114
bidsimulator.com,2022-10-19,115,,2191.0,679-693,0.0007855459544389154
qz.com,2022-10-28,144,1236.0,9862.0,791-812,0.0007859575582924716
miami.edu,2022-10-06,46,12484.0,12427.0,149-149,0.0007861635220125507
istreamplanet.net,2022-10-04,60,,2191.0,369-375,0.000786287152068299
zadn.vn,2022-11-02,37,,,259-261,0.0007867820613688403
kongregate.com,2022-11-07,37,1664.0,6209.0,259-261,0.0007867820613688403
auburn.edu,2022-10-25,37,18449.0,12498.0,259-261,0.0007867820613688403
twdcstories.com,2022-11-02,83,,365.0,467-473,0.0007870297497243328
sfdcsec.com,2022-12-13,29,,4017.0,100-100,0.0007871949619521201
watchguard.com,2023-01-20,50,54686.0,9861.0,134-134,0.0007876082961405517
arcg.is,2022-10-03,47,,2922.0,90-90,0.0007878151260506394
visualchase.com,2022-11-01,19,,1461.0,54-54,0.0007886435331232455
lendgo.com,2022-10-17,501,,6574.0,6165-6780,0.000789811432522769
dssedge.com,2022-10-13,172,,1095.0,1851-1935,0.0007902461052164966
tedcdn.com,2022-11-15,169,409636.0,4017.0,1642-1700,0.0007905138339929785
jetpackdigital.com,2022-11-14,146,,5113.0,1358-1407,0.0007905138339933115
abc.com,2022-10-04,141,118902.0,9862.0,1309-1357,0.0007910498361402007
knowth.com,2022-10-24,20,,8035.0,26-26,0.0007913896802786979
newgrange.com,2022-10-24,20,,8766.0,26-26,0.0007913896802786979
